"","ID","Host.Since","Neighbourhood.Cleansed","Neighbourhood.Group.Cleansed","City","Zipcode","Country","Latitude","Longitude","Property.Type","Room.Type","Accommodates","Bed.Type","Security.Deposit","Cleaning.Fee","Number.of.Reviews","Review.Scores.Rating","Host.Response.Rate","Bathrooms","Bathrooms_decimal","Bedrooms","Beds","Price","Security.Deposit_bool","Cleaning.fee_bool","Calculated.host.listings.count","ano_Host_Since","Neighbourhood.Cleansed_num","Neighbourhood.Group.Cleansed_num","Property.Type_Rec","Property.Type_RecNum","Room.Type_Num","Bed.Type_REC","Bed.Type_ReCNum"
"4176",14701802,2013-10-23,"GOYA","SALAMANCA","MADRID",28001,"Spain","40.428.048.853.333.600","-3.676.932.391.766.650","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,95,1,"1",1,1,35,0,0,1,2013,56,15,"APARTMENT",1,2,"REAL BED",1
"4177",15741706,2013-10-23,"GOYA","SALAMANCA","MADRID",28001,"Spain","4.042.824.016.020.420","-367.609.711.618.805","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,20,2,90,95,1,"1",1,1,35,0,1,1,2013,56,15,"APARTMENT",1,2,"REAL BED",1
"4178",1491263,2013-10-24,"GOYA","SALAMANCA","MADRID",28006,"Spain","4.042.461.154.023.150","-36.753.748.463.888.200","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,95,1,"1",1,1,35,0,0,1,2013,56,15,"APARTMENT",1,2,"REAL BED",1
"4179",9875841,2013-10-24,"GOYA","SALAMANCA","MADRID",28001,"Spain","40.426.461.438.311.000","-36.763.345.420.287.600","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,20,2,90,95,1,"1",1,1,35,1,1,1,2013,56,15,"APARTMENT",1,2,"REAL BED",1
"4180",14949924,2013-10-25,"FUENTE DEL BERRO","SALAMANCA","MADRID",28028,"Spain","4.042.719.348.309.490","-3.665.844.046.194.200","OTHER","PRIVATE ROOM",2,"REAL BED",0,0,2,90,95,1,"1",1,1,35,0,0,1,2013,53,15,"OTHER",3,2,"REAL BED",1
"4181",12881588,2013-10-25,"FUENTE DEL BERRO","SALAMANCA","MADRID",28028,"Spain","4.042.354.232.782.630","-36.640.052.393.167.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,0,95,1,"1",1,1,35,0,1,1,2013,53,15,"APARTMENT",1,1,"REAL BED",1
"4182",6781541,2013-10-26,"FUENTE DEL BERRO","SALAMANCA","MADRID",28028,"Spain","4.042.940.102.814.690","-366.323.904.435.961","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,20,2,0,95,1,"1",1,1,35,1,1,1,2013,53,15,"APARTMENT",1,2,"REAL BED",1
"4183",16169070,2013-10-26,"FUENTE DEL BERRO","SALAMANCA","MADRID",28028,"Spain","4.042.940.175.455.080","-36.632.707.123.052.700","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,95,1,"1",1,1,35,0,1,1,2013,53,15,"APARTMENT",1,1,"REAL BED",1
"4184",14352156,2013-10-27,"PROSPERIDAD","CHAMARTIN","MADRID",28002,"Spain","40.444.901.734.081.000","-36.615.679.538.649.600","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,20,2,90,95,1,"1",1,1,35,0,1,1,2013,93,5,"APARTMENT",1,2,"REAL BED",1
"4185",12896348,2013-10-28,"PROSPERIDAD","CHAMARTIN","MADRID",28002,"Spain","4.044.019.587.777.820","-36.747.430.661.769.200","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,0,95,1,"1",1,1,35,0,1,1,2013,93,5,"APARTMENT",1,1,"REAL BED",1
"4186",6891783,2013-10-28,"HISPANOAMERICA","CHAMARTIN","MADRID",28016,"Spain","4.045.227.200.324.310","-3.675.759.211.672.970","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,95,1,"1",1,1,35,1,1,1,2013,59,5,"APARTMENT",1,1,"REAL BED",1
"4187",12672701,2013-10-28,"HISPANOAMERICA","CHAMARTIN","MADRID",28016,"Spain","4.045.530.663.804.720","-36.813.300.964.813.100","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,95,1,"1",1,1,35,0,1,1,2013,59,5,"APARTMENT",1,1,"REAL BED",1
"4188",14326460,2013-10-29,"NUEVA ESPANA","CHAMARTIN","MADRID",28016,"Spain","40.459.372.160.487.100","-36.817.380.079.360.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,0,95,1,"1",1,1,35,1,1,1,2013,75,5,"APARTMENT",1,1,"REAL BED",1
"4189",13512567,2013-10-29,"NUEVA ESPANA","CHAMARTIN","MADRID",28036,"Spain","40.461.190.990.485.000","-36.865.461.576.930.300","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,20,2,0,95,1,"1",1,1,35,1,1,1,2013,75,5,"APARTMENT",1,2,"REAL BED",1
"4190",17904269,2013-10-29,"NUEVA ESPANA","CHAMARTIN","MADRID",28016,"Spain","40.465.744.709.783.300","-36.741.557.198.527.100","HOUSE","ENTIRE HOME/APT",2,"REAL BED",100,20,2,0,96,1,"1",1,1,35,1,1,1,2013,75,5,"HOUSE",4,1,"REAL BED",1
"4191",7230128,2013-10-29,"CASTILLA","CHAMARTIN","MADRID",28036,"Spain","40.470.776.749.853.800","-3.681.484.480.442.020","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,32,5,"APARTMENT",1,1,"REAL BED",1
"4192",13736678,2013-10-29,"BELLAS VISTAS","TETUAN","MADRID",28039,"Spain","40.453.486.967.546.200","-3.707.076.829.608.750","LOFT","ENTIRE HOME/APT",2,"PULL-OUT SOFA",0,20,2,0,96,1,"1",1,1,35,0,1,1,2013,19,17,"LOFT",10,1,"SOFA OR SIMILAR",2
"4193",13451082,2013-10-29,"BELLAS VISTAS","TETUAN","MADRID",28039,"Spain","4.044.762.188.423.390","-3.704.618.124.586.670","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,0,96,1,"1",1,1,35,1,0,1,2013,19,17,"APARTMENT",1,1,"REAL BED",1
"4194",9891409,2013-10-29,"BELLAS VISTAS","TETUAN","MADRID",28039,"Spain","4.045.136.790.900.730","-3.704.597.596.030.810","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,35,0,0,1,2013,19,17,"APARTMENT",1,2,"REAL BED",1
"4195",13389193,2013-10-29,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","4.044.852.443.271.300","-3.700.993.994.234.520","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4196",15096653,2013-10-29,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","4.044.887.427.046.530","-37.024.105.793.043.500","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,35,1,0,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4197",14377832,2013-10-29,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","40.449.811.316.825.000","-3.694.800.682.596.040","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4198",16345061,2013-10-30,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","4.045.338.781.117.320","-36.918.992.890.226.200","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4199",644749,2013-10-31,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","40.452.409.272.025.800","-36.990.484.787.761.000","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4200",252440,2013-10-31,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","4.045.021.033.474.460","-3.699.101.695.189.660","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4201",17216130,2013-10-31,"CUATRO CAMINOS","TETUAN","MADRID",28020,"Spain","40.450.907.119.684.000","-3.694.750.571.569.150","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,43,17,"APARTMENT",1,1,"REAL BED",1
"4202",6503455,2013-10-31,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.071.832.200.430","-37.015.726.740.064.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4203",4864017,2013-10-31,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.303.893.314.860","-37.041.223.616.090.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,35,1,0,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4204",5659065,2013-11-01,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.038.853.485.870","-37.015.165.770.993.100","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,0,2,90,96,1,"1",1,1,35,1,0,1,2013,115,4,"APARTMENT",1,2,"REAL BED",1
"4205",7321561,2013-11-01,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.079.481.949.990","-37.028.898.205.917.400","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4206",11678051,2013-11-03,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.799.171.885.990","-3.703.109.950.077.860","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,115,4,"APARTMENT",1,2,"REAL BED",1
"4207",13837974,2013-11-03,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.270.815.683.280","-3.705.819.639.198.030","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4208",10065611,2013-11-03,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","40.423.336.876.912.600","-37.030.127.536.011.300","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4209",5276564,2013-11-03,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.169.960.835.220","-37.072.454.737.820.000","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4210",17133030,2013-11-03,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.394.999.423.450","-3.701.009.020.284.520","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,0,2,90,96,1,"1",1,1,35,0,0,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4211",10579286,2013-11-03,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.027.505.445.200","-3.704.129.676.273.270","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4212",16189028,2013-11-04,"UNIVERSIDAD","CENTRO","MADRID",28015,"Spain","4.042.636.899.580.650","-37.082.789.305.949.200","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,35,0,0,1,2013,115,4,"APARTMENT",1,2,"REAL BED",1
"4213",16908827,2013-11-04,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.114.593.161.430","-37.045.551.430.468.100","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4214",3992832,2013-11-04,"SOL","CENTRO","MADRID",28013,"Spain","4.041.677.256.511.710","-37.078.797.822.446.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,35,1,1,1,2013,112,4,"APARTMENT",1,1,"REAL BED",1
"4215",1075749,2013-11-06,"SOL","CENTRO","MADRID",28013,"Spain","40.416.087.318.911.500","-3.706.012.198.436.390","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,35,0,1,1,2013,112,4,"APARTMENT",1,1,"REAL BED",1
"4216",17473978,2013-11-06,"SOL","CENTRO","MADRID",28013,"Spain","4.041.996.598.904.720","-37.048.481.506.672.100","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,35,0,0,1,2013,112,4,"APARTMENT",1,2,"REAL BED",1
"4217",7914392,2013-11-06,"SOL","CENTRO","MADRID",28005,"Spain","4.041.466.995.126.560","-370.710.493.973.503","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,35,1,0,1,2013,112,4,"APARTMENT",1,1,"REAL BED",1
"4218",9666029,2013-11-06,"SOL","CENTRO","MADRID",28013,"Spain","4.041.551.129.478.940","-37.062.282.511.008.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,35,1,0,1,2013,112,4,"APARTMENT",1,1,"REAL BED",1
"4219",8545162,2013-11-06,"SOL","CENTRO","MADRID",28013,"Spain","4.041.981.823.655.670","-37.034.705.848.012.700","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,20,2,0,96,1,"1",1,1,35,0,1,1,2013,112,4,"APARTMENT",1,2,"REAL BED",1
"4220",11856434,2013-11-06,"SOL","CENTRO","MADRID",28014,"Spain","4.041.769.996.111.300","-3.701.399.994.150.310","CONDOMINIUM","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,112,4,"CONDOMINIUM",6,1,"REAL BED",1
"4221",17416341,2013-11-06,"VALLEHERMOSO","CHAMBERI","MADRID",28003,"Spain","4.044.610.045.507.080","-3.705.646.061.980.650","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,120,6,"APARTMENT",1,1,"REAL BED",1
"4222",17475695,2013-11-06,"ALMENARA","TETUAN","MADRID",28046,"Spain","40.469.050.267.084.600","-3.690.475.576.691.880","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,8,17,"APARTMENT",1,1,"REAL BED",1
"4223",1644665,2013-11-06,"ALMENARA","TETUAN","MADRID",NA,"Spain","4.047.142.021.357.960","-3.696.469.491.045.110","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,8,17,"APARTMENT",1,1,"REAL BED",1
"4224",16969647,2013-11-06,"ALMENARA","TETUAN","MADRID",28029,"Spain","4.047.162.033.337.190","-36.934.998.553.057.900","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,8,17,"APARTMENT",1,2,"REAL BED",1
"4225",15726996,2013-11-06,"ALMENARA","TETUAN","MADRID",NA,"Spain","4.047.077.763.072.720","-3.688.686.727.193.640","OTHER","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,8,17,"OTHER",3,2,"REAL BED",1
"4226",13365883,2013-11-07,"VALDEACEDERAS","TETUAN","MADRID",28029,"Spain","4.046.660.362.598.700","-36.980.837.528.868.400","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,36,1,1,1,2013,116,17,"APARTMENT",1,1,"REAL BED",1
"4227",16689132,2013-11-07,"VALDEACEDERAS","TETUAN","MADRID",28039,"Spain","40.462.963.222.375.200","-37.006.131.974.515.000","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,20,2,0,96,1,"1",1,1,36,1,1,1,2013,116,17,"APARTMENT",1,2,"REAL BED",1
"4228",15792514,2013-11-07,"BERRUGUETE","TETUAN","MADRID",28039,"Spain","40.460.474.001.557.400","-37.080.941.481.567.200","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,20,17,"APARTMENT",1,2,"REAL BED",1
"4229",15964100,2013-11-07,"BERRUGUETE","TETUAN","MADRID",28039,"Spain","4.045.914.747.668.350","-37.041.638.547.317.100","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,20,17,"APARTMENT",1,1,"REAL BED",1
"4230",18084663,2013-11-07,"GAZTAMBIDE","CHAMBERI","MADRID",28015,"Spain","404.345.252.198.645","-37.149.671.361.513.100","APARTMENT","PRIVATE ROOM",2,"REAL BED",100,20,2,0,96,1,"1",1,1,36,1,1,1,2013,55,6,"APARTMENT",1,2,"REAL BED",1
"4231",10362655,2013-11-07,"ARAPILES","CHAMBERI","MADRID",28015,"Spain","40.432.551.647.916.300","-37.050.649.443.451.500","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,14,6,"APARTMENT",1,1,"REAL BED",1
"4232",5693145,2013-11-07,"ARAPILES","CHAMBERI","MADRID",28014,"Spain","4.043.309.920.799.610","-3.709.188.955.501.190","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,14,6,"APARTMENT",1,1,"REAL BED",1
"4233",12937855,2013-11-08,"ARAPILES","CHAMBERI","MADRID",28015,"Spain","40.430.990.817.503.200","-37.105.827.722.117.200","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,0,96,1,"1",1,1,36,1,1,1,2013,14,6,"APARTMENT",1,1,"REAL BED",1
"4234",6407315,2013-11-08,"ARAPILES","CHAMBERI","MADRID",28015,"Spain","4.043.682.513.365.530","-37.043.448.434.260.500","CONDOMINIUM","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,36,1,1,1,2013,14,6,"CONDOMINIUM",6,1,"REAL BED",1
"4235",16111983,2013-11-08,"ARAPILES","CHAMBERI","MADRID",28015,"Spain","4.043.619.481.816.420","-37.058.338.274.480.700","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,14,6,"APARTMENT",1,1,"REAL BED",1
"4236",16047656,2013-11-08,"ARAPILES","CHAMBERI","MADRID",28015,"Spain","4.043.655.979.963.510","-37.090.343.051.492.000","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,14,6,"APARTMENT",1,2,"REAL BED",1
"4237",8234621,2013-11-08,"LOS ROSALES","VILLAVERDE","MADRID",28021,"Spain","403.511.047.589.074","-36.873.346.938.070.600","APARTMENT","SHARED ROOM",2,"PULL-OUT SOFA",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,68,21,"APARTMENT",1,3,"SOFA OR SIMILAR",2
"4238",13180438,2013-11-08,"LOS ROSALES","VILLAVERDE","MADRID",28021,"Spain","4.034.966.776.072.810","-3.687.473.937.627.000","APARTMENT","SHARED ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,68,21,"APARTMENT",1,3,"REAL BED",1
"4239",11769106,2013-11-08,"CASCO HISTORICO DE VALLECAS","VILLA DE VALLECAS","MADRID",28031,"Spain","4.036.512.300.742.970","-3.604.899.318.210.600","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,29,20,"APARTMENT",1,2,"REAL BED",1
"4240",15533196,2013-11-08,"CASCO HISTORICO DE VALLECAS","VILLA DE VALLECAS","MADRID",28051,"Spain","4.036.906.617.003.690","-3.601.587.159.683.420","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,36,1,1,1,2013,29,20,"APARTMENT",1,1,"REAL BED",1
"4241",7480642,2013-11-08,"CASCO HISTORICO DE VICALVARO","VICALVARO","MADRID",28052,"Spain","4.039.586.126.793.940","-3.585.369.559.043.480","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,30,19,"APARTMENT",1,1,"REAL BED",1
"4242",11748751,2013-11-08,"CASCO HISTORICO DE VICALVARO","VICALVARO","MADRID",28032,"Spain","4.040.268.472.987.030","-3.612.068.330.879.030","HOUSE","PRIVATE ROOM",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,30,19,"HOUSE",4,2,"REAL BED",1
"4243",14559926,2013-11-08,"CASCO HISTORICO DE VICALVARO","VICALVARO","MADRID",28032,"Spain","4.040.031.005.253.280","-36.018.862.075.735.600","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,30,19,"APARTMENT",1,2,"REAL BED",1
"4244",15617499,2013-11-08,"SIMANCAS","SAN BLAS - CANILLEJAS","MADRID",28037,"Spain","40.433.794.282.905.900","-36.160.154.571.637.600","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,111,16,"APARTMENT",1,2,"REAL BED",1
"4245",16151376,2013-11-08,"SIMANCAS","SAN BLAS - CANILLEJAS","MADRID",28037,"Spain","4.043.609.806.687.410","-36.223.642.094.683.900","LOFT","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,111,16,"LOFT",10,2,"REAL BED",1
"4246",9609003,2013-11-08,"SIMANCAS","SAN BLAS - CANILLEJAS","MADRID",28037,"Spain","4.043.743.570.464.130","-36.246.402.634.930.200","LOFT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,36,1,1,1,2013,111,16,"LOFT",10,1,"REAL BED",1
"4247",859800,2013-11-08,"REJAS","SAN BLAS - CANILLEJAS","MADRID",28022,"Spain","4.044.365.738.817.120","-35.736.130.798.609.200","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,99,16,"APARTMENT",1,2,"REAL BED",1
"4248",354692,2013-11-09,"TIMON","BARAJAS","MADRID",28042,"Spain","404.713.701.939.558","-35.858.423.193.266.900","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,20,2,90,96,1,"1",1,1,36,1,1,1,2013,113,2,"APARTMENT",1,1,"REAL BED",1
"4249",7931208,2013-11-10,"CASCO HISTORICO DE BARAJAS","BARAJAS","MADRID",28042,"Spain","4.047.352.758.237.240","-35.778.336.760.496.200","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,28,2,"APARTMENT",1,1,"REAL BED",1
"4250",17872151,2013-11-11,"CASCO HISTORICO DE BARAJAS","BARAJAS","MADRID",28042,"Spain","40.475.364.709.855.000","-3.581.917.297.435.290","HOUSE","ENTIRE HOME/APT",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,28,2,"HOUSE",4,1,"REAL BED",1
"4251",14004991,2013-11-11,"VENTAS","CIUDAD LINEAL","MADRID",28017,"Spain","4.043.179.543.361.530","-3.653.886.788.986.130","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,0,96,1,"1",1,1,36,1,0,1,2013,122,7,"APARTMENT",1,1,"REAL BED",1
"4252",16585743,2013-11-11,"PUEBLO NUEVO","CIUDAD LINEAL","MADRID",28017,"Spain","4.043.342.855.889.730","-3.638.444.504.344.290","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,94,7,"APARTMENT",1,1,"REAL BED",1
"4253",9524358,2013-11-11,"PUEBLO NUEVO","CIUDAD LINEAL","MADRID",28017,"Spain","40.426.370.411.032.900","-3.639.243.335.184.910","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,94,7,"APARTMENT",1,2,"REAL BED",1
"4254",11648578,2013-11-11,"PUEBLO NUEVO","CIUDAD LINEAL","MADRID",28017,"Spain","4.043.210.338.017.620","-36.463.085.208.987.600","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,94,7,"APARTMENT",1,1,"REAL BED",1
"4255",16786602,2013-11-11,"PUEBLO NUEVO","CIUDAD LINEAL","MADRID",28017,"Spain","40.436.168.052.194.600","-36.412.633.746.636.200","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,94,7,"APARTMENT",1,2,"REAL BED",1
"4256",1149636,2013-11-11,"QUINTANA","CIUDAD LINEAL","MADRID",28027,"Spain","4.043.274.785.696.610","-3.653.472.009.207.900","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,97,7,"APARTMENT",1,1,"REAL BED",1
"4257",11930450,2013-11-11,"CONCEPCION","CIUDAD LINEAL","MADRID",28027,"Spain","4.043.895.032.054.420","-36.513.659.771.467.900","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,39,7,"APARTMENT",1,2,"REAL BED",1
"4258",18040462,2013-11-11,"CANILLAS","HORTALEZA","MADRID",28043,"Spain","4.046.503.182.741.230","-36.369.336.297.788.900","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,0,2,0,96,1,"1",1,1,36,0,0,1,2013,24,9,"APARTMENT",1,2,"REAL BED",1
"4259",5233152,2013-11-11,"PINAR DEL REY","HORTALEZA","MADRID",28043,"Spain","404.693.520.089.515","-3.651.964.820.859.810","CHALET","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,89,9,"CHALET",5,1,"REAL BED",1
"4260",11780499,2013-11-11,"SAN ANDRES","VILLAVERDE","MADRID",28021,"Spain","40.332.907.829.703.500","-37.014.883.281.306.400","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",100,0,2,90,96,1,"1",1,1,36,1,0,1,2013,103,21,"APARTMENT",1,1,"REAL BED",1
"4278",4732455,2013-11-15,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","40.420.632.077.508.900","-37.033.431.568.188.000","APARTMENT","ENTIRE HOME/APT",2,"REAL BED",0,0,2,90,96,1,"1",1,1,36,0,0,1,2013,115,4,"APARTMENT",1,1,"REAL BED",1
"4279",12202666,2013-11-15,"UNIVERSIDAD","CENTRO","MADRID",28004,"Spain","4.042.411.092.043.430","-3.705.229.079.464.550","CONDOMINIUM","ENTIRE HOME/APT",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,115,4,"CONDOMINIUM",6,1,"REAL BED",1
"4280",14725727,2013-11-15,"UNIVERSIDAD","CENTRO","MADRID",28015,"Spain","4.043.017.745.149.430","-371.326.014.626.314","APARTMENT","PRIVATE ROOM",2,"REAL BED",0,20,2,90,96,1,"1",1,1,36,0,1,1,2013,115,4,"APARTMENT",1,2,"REAL BED",1
