ID;Host Since;Host Response Rate;Neighbourhood Cleansed;Neighbourhood Group Cleansed;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Security Deposit;Cleaning Fee;Number of Reviews;Review Scores Rating;Calculated host listings count
14806012;29/8/16;70;Valverde;Fuencarral - El Pardo;Madrid;28034;Spain;4.049.417.543.796.570;-36.871.620.239.491.600;Other;Private room;2;2.0;1;2;Real Bed;25;;;4;100;1
16558262;31/10/15;100;Casa de Campo;Moncloa - Aravaca;Madrid;28008;Spain;4.042.308.861.250.520;-37.180.036.879.083.200;Apartment;Entire home/apt;10;1.0;3;8;Real Bed;70;150;30;8;98;2
4844079;17/12/14;100;Casa de Campo;Moncloa - Aravaca;Madrid;28008;Spain;4.042.578.086.048.120;-3.718.805.499.212.550;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;115;150;30;14;97;1
431806;15/4/12;100;Casa de Campo;Moncloa - Aravaca;Madrid;28008;Spain;4.042.934.455.374.910;-37.222.856.365.139.000;Apartment;Private room;2;2.0;1;1;Real Bed;39;;10;87;96;4
16064306;13/4/16;100;Casa de Campo;Moncloa - Aravaca;Madrid;28008;Spain;40.422.075.476.109.700;-3.722.502.780.330.510;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;55;100;20;0;;1
10005601;15/12/15;100;Casa de Campo;Moncloa - Aravaca;Madrid;28024;Spain;40.401.930.000.280.000;-3.768.941.385.166.730;Apartment;Private room;1;1.0;1;1;Real Bed;20;;;21;92;1
17156104;22/4/15;0;Mirasierra;Fuencarral - El Pardo;Madrid;28035;Spain;40.486.315.428.289.900;-3.724.230.346.535.470;Apartment;Private room;1;1.0;1;1;Real Bed;25;;;0;;1
17959866;29/3/17;;Mirasierra;Fuencarral - El Pardo;马德里;28034;Spain;4.048.893.545.991.390;-3.708.068.248.709.700;House;Private room;2;1.0;1;1;Real Bed;404;;;0;;1
9040890;1/10/15;100;Numancia;Puente de Vallecas;Madrid;28038;Spain;4.039.983.373.012.320;-3.664.705.103.814.160;Bed & Breakfast;Private room;2;1.0;1;1;Real Bed;35;;;22;95;2
13611167;24/7/12;90;Numancia;Puente de Vallecas;Madrid;28038;Spain;4.039.839.260.018.520;-3.667.835.367.392.460;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;35;;40;5;92;1
17879833;16/7/16;100;Cármenes;Latina;Madrid;28047;Spain;4.039.622.459.506.130;-3.741.686.466.983.170;House;Entire home/apt;5;1.0;2;3;Real Bed;120;;;0;;2
9266837;5/12/13;89;Cármenes;Latina;Madrid;28047;Spain;4.040.261.109.594.970;-3.731.209.187.551.420;Apartment;Entire home/apt;2;1.0;2;2;Real Bed;50;100;20;2;100;2
12726787;27/4/16;100;Puerta del Angel;Latina;Madrid;28011;Spain;4.040.573.217.043.470;-3.738.283.454.313.180;Apartment;Private room;2;1.0;1;1;Real Bed;30;;;4;85;2
12681076;25/4/16;100;Puerta del Angel;Latina;Madrid;28011;Spain;4.041.472.054.012.880;-37.237.591.398.868.500;Condominium;Private room;2;1.0;1;2;Real Bed;35;;;14;97;2
12808346;1/5/16;100;Puerta del Angel;Latina;Madrid;28011;Spain;4.041.266.286.986.010;-3.730.210.514.845.060;Apartment;Private room;1;1.0;1;1;Real Bed;17;;;11;93;1
13434942;18/8/13;98;Puerta del Angel;Latina;Madrid;28011;Spain;4.041.059.920.970.600;-3.724.046.733.860.290;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;69;150;25;24;85;10
6919048;20/11/12;97;Deyá;;Deià;7179;Spain;3.975.905.197.984.240;26.429.929.913.826.400;House;Entire home/apt;2;1.0;1;1;Real Bed;95;100;145;28;95;63
6280508;20/11/12;97;Deyá;;Deià;7179;Spain;39.748.392.302.594.400;2.650.954.596.095.580;House;Entire home/apt;6;3.0;3;4;Real Bed;420;300;;3;93;63
9835774;20/11/12;97;Deyá;;Deià;7179;Spain;3.974.230.859.116.810;2.644.146.050.340.750;House;Entire home/apt;6;3.0;3;3;Real Bed;525;500;;0;;63
3535311;21/3/13;96;Santa Margalida;;Santa Margalida;7450;Spain;39.707.290.887.850.500;30.801.980.252.112.300;House;Entire home/apt;7;3.0;3;4;Real Bed;125;300;;3;93;129
1518589;21/3/13;96;Costitx;;Costitx;7144;Spain;3.967.389.097.616.210;2.948.806.957.059.400;House;Entire home/apt;16;5.0;8;14;Real Bed;329;;;5;92;129
6003472;21/3/13;96;Costitx;;Costitx;7144;Spain;3.966.481.874.448.120;29.437.260.373.604.400;House;Entire home/apt;6;2.5;3;4;Real Bed;350;;60;0;;129
10989345;21/9/15;100;Pollença;;Pollença;7460;Spain;3.987.379.773.583.870;3.063.588.190.470.480;Villa;Entire home/apt;6;2.0;2;5;Real Bed;160;;;5;100;1
11165703;21/3/13;96;Pollença;;Pollença;7460;Spain;39.889.496.947.972.500;3.028.975.154.615.070;House;Entire home/apt;9;3.0;4;4;Real Bed;330;;;0;;129
10536944;20/11/12;97;Sóller;;Port de Soller;7108;Spain;39.801.022.844.869.200;26.998.725.440.621.900;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;60;100;95;16;88;63
14425190;8/8/16;93;Embajadores;Centro;Madrid;28012;Spain;4.040.899.211.050.630;-3.698.681.920.387.000;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;35;;;28;86;1
4232982;30/9/14;;Embajadores;Centro;Madrid;28005;Spain;4.040.844.307.607.690;-3.706.487.416.212.450;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;80;150;30;4;75;1
13098796;19/1/15;100;Embajadores;Centro;Madrid;28012;Spain;4.040.726.851.080.440;-3.699.751.546.906.740;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;46;;10;28;90;3
12079545;11/1/13;90;Embajadores;Centro;Madrid;28012;Spain;40.412.086.901.488.600;-3.706.623.099.750.120;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;67;200;;0;;11
16923732;21/1/17;100;Embajadores;Centro;Madrid;28012;Spain;40.411.226.940.276.800;-3.699.895.458.892.450;House;Private room;2;1.0;1;1;Real Bed;33;;;10;90;1
1266398;22/8/12;100;Embajadores;Centro;Madrid;28012;Spain;4.040.951.853.354.980;-37.070.898.527.507.300;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;123;400;;10;94;2
15291323;29/11/12;100;Embajadores;Centro;Madrid;;Spain;40.411.557.080.061.700;-3.708.049.827.965.170;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;58;;10;7;91;2
14927636;5/9/16;100;Embajadores;Centro;Madrid;28012;Spain;40.411.522.363.618.000;-3.699.206.682.498.250;Apartment;Private room;2;1.0;1;1;Real Bed;33;;19;7;90;1
5193530;28/1/15;100;Embajadores;Centro;Madrid;28012;Spain;40.412.540.617.428.300;-3.706.781.332.249.940;Apartment;Entire home/apt;4;2.0;2;3;Real Bed;80;250;30;34;97;1
16400714;12/8/12;100;Embajadores;Centro;Madrid;28012;Spain;4.041.178.615.646.710;-37.020.539.969.139.500;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;100;;;16;100;13
16204424;13/4/13;100;Embajadores;Centro;Madrid;;Spain;4.041.283.389.964.780;-3.707.334.048.334.830;Apartment;Entire home/apt;6;1.0;3;4;Real Bed;99;;30;7;97;1
14276802;9/8/13;100;Embajadores;Centro;Madrid;28012;Spain;4.040.987.785.730.330;-37.006.031.910.557.200;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;42;;10;12;92;1
13727311;2/10/15;;Embajadores;Centro;Madrid;28012;Spain;4.041.306.709.731.440;-3.704.778.370.882.030;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;60;;20;7;97;1
13780991;20/4/15;100;Embajadores;Centro;Madrid;28012;Spain;40.411.267.807.386.000;-3.705.749.344.136.380;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;29;;;12;90;1
477652;15/11/11;94;Embajadores;Centro;Madrid;28012;Spain;4.040.670.749.496.130;-36.977.663.025.271.000;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;83;200;33;5;76;51
3860668;8/5/14;100;Embajadores;Centro;Madrid;28012;Spain;4.041.351.559.055.270;-3.705.335.463.631.390;Apartment;Private room;2;2.0;1;1;Real Bed;20;;15;0;;97
8809884;8/5/14;100;Embajadores;Centro;Madrid;28012;Spain;4.041.404.346.085.170;-37.031.883.754.793.300;Apartment;Private room;2;3.0;1;1;Real Bed;20;;;0;;97
1470932;22/4/12;100;Embajadores;Centro;Madrid;28012;Spain;4.040.994.908.199.740;-37.024.392.236.595.100;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;52;100;;29;94;4
12620921;10/7/15;100;Embajadores;Centro;Madrid;28012;Spain;4.041.023.466.843.450;-37.031.956.266.691.600;Apartment;Private room;2;2.0;1;1;Real Bed;29;;10;46;91;8
6681986;17/3/13;100;Embajadores;Centro;Madrid;28005;Spain;4.041.107.658.581.030;-37.079.912.782.140.500;Apartment;Entire home/apt;5;2.0;2;3;Real Bed;185;200;95;41;95;9
6124220;19/4/15;100;Embajadores;Centro;Madrid;28005;Spain;404.084.962.931.745;-37.059.742.624.596.100;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;95;;10;15;93;1
11539103;28/7/14;100;Embajadores;Centro;Madrid;28012;Spain;40.410.611.857.886.800;-37.022.422.799.412.800;Loft;Entire home/apt;4;1.0;2;2;Real Bed;60;160;30;6;83;1
781012;11/11/12;100;Embajadores;Centro;Madrid;28005;Spain;40.406.743.785.996.800;-3.710.484.296.609.430;Apartment;Private room;1;1.0;1;1;Real Bed;35;;;10;92;2
4153513;28/3/14;100;Embajadores;Centro;Madrid;28012;Spain;40.413.734.985.553.400;-37.057.754.256.910.100;Apartment;Shared room;2;1.0;1;1;Real Bed;32;;;28;99;2
14245336;22/7/16;100;Embajadores;Centro;Madrid;28005;Spain;4.040.870.556.561.110;-3.708.193.459.347.090;Apartment;Entire home/apt;5;1.0;2;4;Real Bed;200;;;0;;13
1364784;10/7/13;100;Embajadores;Centro;Madrid;28012;Spain;4.041.213.882.467.750;-3.700.355.701.445.510;Apartment;Entire home/apt;6;1.0;2;2;Real Bed;83;400;30;65;92;1
54790;13/7/10;100;Embajadores;Centro;Madrid;28012;Spain;4.041.190.692.418.280;-3.702.294.425.870.920;Apartment;Entire home/apt;4;1.0;1;3;Real Bed;50;100;25;170;81;9
16037809;19/6/16;100;Embajadores;Centro;Madrid;28012;Spain;4.041.169.227.878.590;-3.698.793.852.230.450;House;Entire home/apt;2;1.0;1;1;Real Bed;60;;;8;95;1
14924049;7/2/15;100;Embajadores;Centro;Madrid;28012;Spain;40.411.220.112.622.200;-369.833.058.198.751;Apartment;Private room;2;1.0;1;2;Real Bed;21;;10;37;93;1
8965478;29/9/15;100;Embajadores;Centro;Madrid;28005;Spain;4.040.930.440.539.140;-37.082.803.417.850.700;Apartment;Private room;2;1.0;1;1;Real Bed;30;;;25;92;2
6834233;3/8/13;;Embajadores;Centro;Madrid;28005;Spain;4.040.793.141.459.400;-37.087.999.236.172.800;Apartment;Private room;3;1.0;1;1;Real Bed;74;175;30;11;98;1
17580509;18/10/16;100;Embajadores;Centro;Madrid;28012;Spain;40.413.502.780.770.600;-37.047.873.947.764.400;Apartment;Private room;2;2.0;1;1;Real Bed;46;;;0;;1
6007996;7/4/15;50;Sol;Centro;Madrid;28013;Spain;4.041.886.189.436.530;-3.701.191.424.782.710;Apartment;Private room;2;5.0;1;1;Real Bed;31;200;;0;;38
15178078;23/8/16;100;Sol;Centro;Madrid;28013;Spain;4.041.688.703.483.380;-37.038.142.507.289.100;Guesthouse;Private room;2;1.0;1;1;Real Bed;42;;;32;96;8
7540534;23/7/15;71;Sol;Centro;Madrid;28013;Spain;4.041.589.141.498.050;-37.051.743.189.685.300;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;80;150;25;3;67;7
12597311;22/4/16;70;Sol;Centro;Madrid;28012;Spain;4.041.498.475.077.530;-37.065.157.309.356.400;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;145;;30;11;89;3
6036062;7/4/15;50;Sol;Centro;Madrid;28013;Spain;4.041.664.574.937.740;-3.705.666.029.667.070;Apartment;Private room;1;5.0;1;1;Real Bed;21;200;;0;;38
11868871;4/7/12;100;Sol;Centro;Madrid;28005;Spain;4.041.498.184.195.840;-37.065.287.351.297.500;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;115;200;30;30;97;7
17505027;8/5/13;100;Sol;Centro;Madrid;28013;Spain;4.041.701.881.148.070;-3.706.784.983.513.090;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;150;;;4;95;15
10855140;13/6/15;100;Sol;Centro;Madrid;28013;Spain;4.041.983.117.234.210;-37.003.101.508.229.100;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;125;;;3;90;13
363476;1/3/12;100;Sol;Centro;Madrid;28013;Spain;4.041.750.366.107.900;-3.706.758.605.898.790;Apartment;Private room;2;0.0;1;1;Real Bed;49;;;213;89;1
14098944;21/10/14;99;Sol;Centro;Madrid;28013;Spain;4.041.738.149.610.640;-3.700.693.461.890.410;Apartment;Entire home/apt;4;1.0;0;1;Real Bed;45;90;25;16;84;9
599134;4/1/12;100;Sol;Centro;Madrid;28005;Spain;40.414.321.156.634.500;-37.065.564.656.691.800;Apartment;Private room;1;1.0;1;1;Real Bed;30;200;20;5;100;1
4018474;23/4/14;100;Sol;Centro;Madrid;28012;Spain;4.041.520.357.442.140;-37.035.483.644.817.200;House;Private room;2;1.5;1;1;Real Bed;25;;8;49;93;2
17382233;22/6/16;88;Sol;Centro;Madrid;28013;Spain;4.041.943.371.255.180;-3.707.763.300.873.400;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;99;100;20;2;100;8
3855204;26/7/12;;Sol;Centro;Madrid;20013;Spain;40.418.470.931.522.700;-37.068.349.045.894.500;House;Entire home/apt;4;1.0;0;2;Real Bed;60;;;7;63;9
12865134;19/5/15;100;Sol;Centro;Madrid;28012;Spain;4.041.429.154.238.900;-37.040.361.652.610.400;Apartment;Entire home/apt;5;2.0;2;4;Real Bed;90;;60;22;95;1
2085786;16/12/13;99;Sol;Centro;Madrid;28004;Spain;40.419.328.752.345.800;-37.061.847.753.517.400;Apartment;Entire home/apt;4;1.0;0;3;Real Bed;68;;;34;83;5
17617857;23/2/17;;Sol;Centro;Madrid;28013;Spain;4.041.879.413.011.300;-37.068.816.315.983.400;Apartment;Private room;1;3.0;1;1;Real Bed;30;200;30;0;;26
12601282;2/7/15;100;Sol;Centro;Madrid;28013;Spain;40.417.090.158.606.600;-37.066.463.733.650.900;Apartment;Entire home/apt;8;2.0;3;5;Real Bed;175;100;35;17;99;21
15394619;16/8/16;100;Sol;Centro;Madrid;28012;Spain;4.041.690.803.015.960;-37.073.561.040.991.600;Apartment;Shared room;6;2.0;1;6;Real Bed;180;;10;0;;4
617952;26/7/12;;Sol;Centro;Madrid;28013;Spain;40.419.113.298.900.300;-37.067.934.156.394.700;House;Entire home/apt;4;1.0;0;2;Real Bed;60;;;19;80;9
15922875;14/9/12;100;Sol;Centro;Madrid;28005;Spain;4.041.414.696.833.240;-37.067.175.336.328.300;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;108;;77;2;100;77
16569048;29/3/16;100;Sol;Centro;Madrid;28013;Spain;40.417.655.291.486;-3.706.968.013.002.100;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;53;;;4;100;8
6682391;2/7/13;100;Sol;Centro;Madrid;28012;Spain;4.041.565.592.670.770;-3.705.503.105.050.240;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;149;;40;57;86;3
4154195;19/9/14;75;Sol;Centro;Madrid;28005;Spain;404.140.219.518.133;-3.707.976.001.753.260;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;190;200;60;0;;145
7660331;21/7/15;100;Sol;Centro;Madrid;28012;Spain;4.041.524.812.217.910;-37.058.171.457.368.000;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;67;;20;67;90;2
12509802;18/4/16;100;Sol;Centro;Madrid;28013;Spain;4.041.518.060.600.520;-37.070.535.203.925;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;90;150;30;43;97;1
16146031;17/6/13;100;Sol;Centro;Madrid;28013;Spain;4.041.972.499.077.120;-3.700.574.576.353.420;Apartment;Entire home/apt;4;1.0;1;1;Pull-out Sofa;58;150;25;17;99;1
13799102;5/1/16;100;Sol;Centro;Madrid;28012;Spain;40.414.460.862.775.300;-37.055.545.186.779.300;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;53;;20;27;94;4
3855099;26/7/12;;Sol;Centro;Madrid;28013;Spain;40.419.845.037.811.700;-37.077.474.374.710.500;House;Entire home/apt;4;1.0;0;2;Real Bed;60;;;3;40;9
9851949;5/9/13;97;Sol;Centro;Madrid;;Spain;4.041.706.183.972.460;-3.707.851.799.591.390;Apartment;Entire home/apt;5;1.0;2;3;Real Bed;89;;30;17;93;5
8895105;8/10/15;100;Universidad;Centro;Madrid;28004;Spain;40.421.964.198.630.700;-37.037.622.537.223.000;Apartment;Entire home/apt;3;1.0;0;2;Real Bed;80;300;;47;92;3
11384951;21/2/16;100;Universidad;Centro;Madrid;28004;Spain;40.423.494.710.502.300;-3.705.456.289.441.010;Apartment;Private room;1;2.0;1;1;Real Bed;26;;10;4;100;3
17872595;14/9/12;100;Universidad;Centro;Madrid;28004;Spain;404.216.713.293.493;-37.075.600.974.903.800;Apartment;Entire home/apt;1;1.0;1;2;Real Bed;124;150;70;0;;77
14333089;19/9/15;100;Universidad;Centro;Madrid;28004;Spain;4.042.195.156.033.000;-3.701.678.332.964.490;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;50;;10;20;88;2
17019510;25/7/12;100;Universidad;Centro;Madrid;28004;Spain;4.042.290.397.807.040;-37.064.673.148.063.500;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;115;;;0;;5
3190072;4/6/12;100;Universidad;Centro;Madrid;28004;Spain;40.422.356.238.982.100;-37.067.562.073.539.900;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;60;;20;18;82;3
13772944;20/2/16;100;Universidad;Centro;Madrid;28004;Spain;4.042.866.617.805.560;-3.702.995.887.356.500;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;107;200;35;12;98;1
17572636;11/2/15;;Universidad;Centro;Madrid;28004;Spain;40.426.216.854.065.300;-3.704.945.120.419.250;Apartment;Private room;1;2.0;1;1;Real Bed;20;;;0;;1
434874;15/11/11;94;Universidad;Centro;Madrid;28012;Spain;4.042.065.696.789.530;-3.704.939.998.070.210;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;76;200;32;13;89;51
3150635;26/5/14;100;Universidad;Centro;Madrid;28004;Spain;4.042.180.409.115.020;-37.053.237.837.484.400;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;98;;;63;92;1
13093040;10/4/15;83;Universidad;Centro;Madrid;28004;Spain;4.042.654.853.957.190;-3.705.186.048.692.220;House;Entire home/apt;4;2.0;1;2;Real Bed;90;200;;5;100;1
7209245;17/2/15;100;Universidad;Centro;Madrid;28004;Spain;4.042.532.596.778.070;-37.033.667.204.563.700;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;78;;;6;87;1
18093545;3/10/16;100;Sol;Centro;Madrid;28005;Spain;4.041.509.108.647.160;-37.079.555.406.474.900;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;60;100;29;0;;2
17024286;31/1/17;100;Sol;Centro;Madrid;;Spain;4.041.529.175.558.410;-37.071.013.722.478.300;Condominium;Private room;2;1.0;1;1;Real Bed;41;;;9;98;1
17528411;3/11/14;100;Sol;Centro;Madrid;28013;Spain;40.418.889.080.820.300;-3.706.553.263.313.270;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;150;150;40;4;95;2
17932814;27/5/16;100;Sol;Centro;Madrid;28012;Spain;40.416.044.412.304.700;-3.707.770.344.053.800;Condominium;Entire home/apt;4;1.0;1;2;Real Bed;45;;25;0;;1
1308693;25/6/13;;Sol;Centro;Madrid;28012;Spain;4.041.742.264.681.870;-37.019.059.122.068.200;House;Private room;1;1.0;1;1;Real Bed;65;;;0;;1
402588;15/11/11;94;Sol;Centro;Madrid;28012;Spain;40.415.963.435.628;-370.301.852.198.919;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;82;200;32;66;88;51
13722281;10/2/15;100;Guindalera;Salamanca;Madrid;28028;Spain;40.437.989.978.075.100;-3.672.841.959.751.580;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;79;150;50;22;85;48
887717;19/7/12;99;Guindalera;Salamanca;Madrid;28028;Spain;4.043.757.879.323.440;-3.671.344.509.195.990;Apartment;Private room;2;1.0;1;1;Real Bed;19;;;36;85;33
7759957;6/9/12;96;Guindalera;Salamanca;Madrid;28028;Spain;4.043.663.634.805.620;-36.699.101.677.527.000;House;Entire home/apt;8;1.0;3;8;Real Bed;100;;35;52;88;4
8796796;19/7/12;99;Guindalera;Salamanca;Madrid;28028;Spain;4.043.566.670.073.020;-3.673.663.146.868.110;Apartment;Private room;2;1.0;1;2;Real Bed;19;;;3;87;33
4799940;11/5/12;100;Lista;Salamanca;Madrid;28006;Spain;4.043.205.949.750.520;-3.674.134.111.347.160;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;50;;25;8;95;4
7796024;19/9/14;75;Lista;Salamanca;Madrid;28006;Spain;40.430.979.869.257.300;-3.675.392.912.339.700;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;60;100;40;4;55;145
11814066;14/3/16;100;Lista;Salamanca;Madrid;28006;Spain;404.328.090.395.137;-36.740.986.193.160.000;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;60;200;40;4;90;1
6797552;19/7/12;99;Lista;Salamanca;Madrid;28028;Spain;4.043.406.345.690.740;-36.740.465.702.843.600;Apartment;Private room;1;1.0;1;2;Real Bed;19;;;51;87;33
16875193;13/10/13;100;Castellana;Salamanca;Madrid;28001;Spain;40.429.494.023.042.100;-36.862.989.708.118.100;Apartment;Entire home/apt;3;1.0;2;2;Real Bed;80;150;50;2;100;2
16112079;17/9/16;100;Castellana;Salamanca;Madrid;28006;Spain;40.435.324.207.753.100;-36.805.723.018.264.000;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;45;;8;2;90;2
3764496;1/7/14;100;Castellana;Salamanca;Madrid;28001;Spain;4.043.017.165.122.130;-3.680.114.288.149.410;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;85;96;30;7;89;3
7282492;16/5/13;;Castellana;Salamanca;Madrid;28006;Spain;4.043.525.139.257.490;-36.809.697.341.340.900;Apartment;Entire home/apt;3;1.0;2;3;Real Bed;59;300;24;0;;1
15892938;13/6/16;100;Castellana;Salamanca;Madrid;28006;Spain;40.434.400.421.798.600;-3.688.127.023.270.690;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;110;250;78;8;93;11
15961650;23/6/16;100;El Viso;Chamartín;Madrid;28002;Spain;4.044.335.656.497.700;-3.680.019.711.311.010;Other;Entire home/apt;2;1.0;1;2;Real Bed;39;;;8;95;1
8791177;8/10/15;100;Prosperidad;Chamartín;Madrid;28002;Spain;4.043.936.886.575.090;-3.678.793.316.201.790;Apartment;Private room;2;2.0;1;1;Real Bed;30;;;2;40;1
374568;8/3/12;92;Prosperidad;Chamartín;Madrid;28002;Spain;4.043.910.329.291.070;-36.774.541.171.425.900;Apartment;Private room;2;2.0;1;3;Real Bed;40;100;15;51;95;1
561149;8/2/12;100;Chopera;Arganzuela;Madrid;28045;Spain;4.039.424.608.726.040;-3.696.453.186.044.030;House;Private room;6;2.0;4;6;Real Bed;23;150;25;8;95;25
11670839;4/12/15;100;Chopera;Arganzuela;Madrid;28045;Spain;40.392.640.404.184.100;-36.966.373.196.057.300;House;Entire home/apt;4;1.0;1;2;Real Bed;50;100;30;78;92;5
10594739;23/6/14;100;Chopera;Arganzuela;Madrid;28045;Spain;4.039.185.556.595.160;-36.971.007.400.227.900;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;65;;40;9;100;1
1091639;19/4/13;100;Chopera;Arganzuela;Madrid;28045;Spain;40.398.547.973.770.000;-36.993.800.661.355.600;Apartment;Private room;2;1.0;1;1;Real Bed;25;;;42;95;1
7230888;8/7/15;;Chopera;Arganzuela;Madrid;28045;Spain;4.039.419.325.215.170;-36.958.031.052.838.600;Apartment;Private room;2;1.0;1;1;Real Bed;30;;10;0;;1
3113145;21/5/14;100;Chopera;Arganzuela;Madrid;28045;Spain;4.039.196.603.531.120;-369.501.036.410.722;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;44;300;30;21;79;3
17987035;9/3/17;100;Delicias;Arganzuela;Madrid;28045;Spain;40.394.676.179.141.800;-3.693.656.008.279.950;Condominium;Shared room;5;2.0;1;2;Real Bed;25;100;;0;;3
6963940;23/6/15;89;Delicias;Arganzuela;Madrid;28045;Spain;4.039.806.456.859.070;-36.957.789.121.183.200;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;60;100;20;9;93;1
11242727;11/2/16;90;Delicias;Arganzuela;Madrid;;Spain;40.397.681.466.777.200;-3.696.106.968.903.010;Guesthouse;Private room;1;1.0;1;1;Real Bed;25;;;31;94;1
13063675;17/9/13;100;Delicias;Arganzuela;Madrid;28045;Spain;403.984.268.240.576;-36.921.164.435.598.000;Apartment;Private room;1;1.0;1;1;Real Bed;40;;;0;;2
13459484;3/3/16;;Palos de Moguer;Arganzuela;Madrid;28045;Spain;40.404.416.219.514.000;-3.690.471.941.051.640;House;Private room;2;1.0;1;1;Real Bed;25;;;0;;1
15669484;23/9/16;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.376.250.376.100;-3.693.363.950.277.390;Apartment;Entire home/apt;2;2.0;1;1;Real Bed;90;300;85;0;;4
14879440;6/8/16;96;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.245.353.813.150;-3.688.944.484.171.950;Apartment;Private room;2;1.0;1;1;Real Bed;50;;25;74;95;6
15167073;16/1/16;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.097.956.567.800;-36.902.370.455.541.400;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;12;85;;8;91;1
16357005;11/6/16;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;40.402.827.790.541.500;-36.973.293.342.341.900;Apartment;Private room;2;1.0;1;1;Real Bed;25;;5;24;98;2
15782241;6/5/16;67;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.532.125.615.970;-3.694.568.260.565.000;Apartment;Private room;1;1.0;1;1;Real Bed;20;;15;0;;1
8364069;10/7/12;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.121.575.850.430;-3.698.323.941.976.120;Apartment;Private room;2;1.0;1;1;Real Bed;27;;;20;98;2
3622178;8/7/14;100;Palos de Moguer;Arganzuela;Madrid;28012;Spain;40.405.395.890.493.500;-36.974.715.769.698.500;Bed & Breakfast;Private room;2;1.0;1;1;Real Bed;32;100;15;219;95;3
16083501;29/8/16;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.628.083.269.830;-3.694.050.875.472.820;Condominium;Private room;1;2.0;1;1;Real Bed;20;94;5;21;99;5
16013414;21/7/15;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.243.859.224.760;-3.694.107.174.257.370;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;65;100;;2;100;1
9268644;14/9/12;100;Recoletos;Salamanca;Madrid;28001;Spain;4.042.881.428.967.540;-36.869.327.630.472.300;Apartment;Entire home/apt;6;3.0;3;4;Real Bed;283;;103;2;90;77
