ID;Host Since;Host Response Rate;Neighbourhood Cleansed;Neighbourhood Group Cleansed;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Security Deposit;Cleaning Fee;Number of Reviews;Review Scores Rating;Calculated host listings count
10532263;12/1/16;100;Palacio;Centro;Madrid;28005;Spain;4.041.061.776.290.180;-3.709.895.202.982.010;Apartment;Entire home/apt;3;1.0;2;2;Real Bed;55;100;15;27;89;1
14667406;21/8/16;100;Palacio;Centro;Madrid;28013;Spain;4.041.590.565.198.580;-3.712.970.240.264.940;Apartment;Private room;2;1.0;1;1;Real Bed;40;;10;19;98;1
14275742;5/4/11;100;Palacio;Centro;Madrid;28005;Spain;40.413.199.371.104.800;-3.712.069.922.731.420;Apartment;Entire home/apt;5;1.0;2;3;Real Bed;90;200;55;15;97;4
14771127;28/6/15;100;Palacio;Centro;Madrid;28005;Spain;40.408.779.063.916.700;-37.125.113.764.790.300;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;300;500;70;6;70;9
12542712;24/4/13;100;Palacio;Centro;Madrid;28005;Spain;4.041.141.029.936.530;-37.098.121.597.178.600;Apartment;Private room;2;1.0;1;2;Real Bed;50;;20;1;100;7
13217416;20/3/13;100;Palacio;Centro;Madrid;28004;Spain;4.042.226.630.546.130;-37.101.482.185.477.500;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;45;;25;41;88;46
17260485;12/1/16;99;Sol;Centro;Madrid;28012;Spain;4.041.513.057.004.310;-37.026.499.280.497.000;Apartment;Entire home/apt;4;2.0;1;2;Real Bed;89;150;30;3;67;67
17107343;27/11/16;100;Sol;Centro;Madrid;28013;Spain;4.041.743.314.296.990;-370.819.321.106.614;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;50;;;2;90;6
5705050;19/9/14;75;Sol;Centro;Madrid;28012;Spain;4.041.578.633.920.430;-3.707.178.386.757.620;Apartment;Entire home/apt;6;2.0;3;4;Real Bed;190;200;60;15;93;145
4548283;19/5/11;100;Sol;Centro;Madrid;28013;Spain;4.041.669.386.624.310;-37.059.504.428.512.500;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;58;87;18;196;92;5
256004;10/2/12;100;Sol;Centro;Madrid;28005;Spain;40.415.232.176.378.500;-3.706.499.681.546.020;Apartment;Entire home/apt;10;1.0;3;7;Real Bed;76;300;50;88;93;12
730347;8/10/12;100;Sol;Centro;Madrid;28012;Spain;40.416.110.407.915.500;-3.707.455.917.998.100;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;140;200;;72;94;8
5263967;5/2/15;100;Sol;Centro;Madrid;28012;Spain;404.167.495.097.998;-37.059.194.068.784.700;Apartment;Entire home/apt;5;1.0;2;4;Real Bed;90;;15;114;86;1
762701;5/2/11;100;Sol;Centro;Madrid;28012;Spain;4.041.487.477.521.910;-3.706.138.110.097.790;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;95;100;30;30;93;11
15520938;15/10/16;50;Sol;Centro;Madrid;28004;Spain;40.416.602.642.546.200;-37.042.119.735.654.300;House;Private room;1;1.5;1;1;Real Bed;26;;;0;;1
283862;6/12/11;;Sol;Centro;Madrid;28013;Spain;4.041.790.029.403.890;-3.708.193.262.992.270;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;90;100;60;3;100;1
12178970;1/1/15;;Sol;Centro;Madrid;28013;Spain;40.419.772.897.285.300;-37.005.589.212.117.300;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;65;100;20;13;95;1
3430791;25/6/14;75;Sol;Centro;Madrid;28013;Spain;4.041.963.105.213.060;-3.702.838.996.355.870;House;Private room;1;1.0;4;3;Real Bed;95;150;;4;90;1
10681179;11/10/14;70;Sol;Centro;Madrid;28013;Spain;4.041.720.133.884.230;-3.703.357.247.595.530;Apartment;Entire home/apt;4;1.0;0;2;Real Bed;65;150;30;1;80;2
3402179;29/4/13;100;Sol;Centro;Madrid;28012;Spain;4.041.638.584.657.410;-37.068.740.853.193.500;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;49;;15;46;81;3
14446875;9/8/16;100;Sol;Centro;Madrid;28013;Spain;4.041.925.989.018.000;-3.706.747.474.602.650;Loft;Entire home/apt;6;1.5;3;3;Real Bed;175;500;60;20;98;2
7110196;20/4/12;100;Sol;Centro;Madrid;28013;Spain;40.420.111.472.397.000;-37.042.144.095.468.600;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;75;;;134;98;4
18049053;3/4/17;;Sol;Centro;Madrid;28013;Spain;40.419.025.678.748.600;-37.024.184.151.305.000;House;Private room;1;1.0;1;1;Real Bed;22;;;0;;1
943200;14/8/12;55;Sol;Centro;Madrid;28013;Spain;4.041.864.448.125.850;-37.002.526.061.698.000;Apartment;Private room;1;3.0;1;1;Real Bed;35;;;17;91;6
8531261;8/5/14;100;Sol;Centro;Madrid;28013;Spain;404.201.040.267.759;-37.041.640.521.997.700;Apartment;Private room;1;3.0;1;1;Real Bed;25;;15;0;;97
17745823;20/3/15;100;Sol;Centro;Madrid;28012;Spain;4.041.541.844.747.460;-37.055.122.699.817.000;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;55;150;35;2;80;2
17155304;19/4/14;100;Sol;Centro;Madrid;28013;Spain;4.041.612.418.972.000;-37.081.794.324.461.500;Apartment;Entire home/apt;5;1.0;0;1;Real Bed;65;;25;1;;9
8108997;27/4/14;100;Sol;Centro;Madrid;28012;Spain;4.041.769.980.002.240;-37.041.046.895.325.600;Apartment;Entire home/apt;4;2.0;2;3;Real Bed;150;400;40;111;99;2
2143961;1/1/14;100;Sol;Centro;Madrid;;Spain;4.041.516.060.729.640;-3.707.927.967.095.640;Bed & Breakfast;Shared room;6;1.0;1;6;Real Bed;22;;;40;91;12
6370394;9/5/13;100;Sol;Centro;Madrid;28013;Spain;40.415.225.676.291.900;-37.065.514.971.442.600;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;49;;20;95;91;2
6859839;10/2/15;100;Sol;Centro;Madrid;28013;Spain;4.041.724.916.878.770;-37.038.656.929.499.700;Apartment;Entire home/apt;6;2.0;2;2;Real Bed;59;150;50;25;86;48
3681786;23/7/14;100;Sol;Centro;Madrid;28013;Spain;40.415.627.151.305.500;-37.076.087.762.464.000;Apartment;Entire home/apt;5;1.0;2;2;Real Bed;110;;40;22;89;3
11841192;24/11/14;100;Sol;Centro;Madrid;28013;Spain;40.418.872.676.041.700;-37.029.133.594.839.400;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;130;;20;6;92;2
336869;7/2/12;100;Sol;Centro;Madrid;28012;Spain;4.041.452.328.314.030;-3.707.742.671.526.540;Apartment;Private room;2;1.0;1;1;Real Bed;55;200;;100;99;2
594298;27/6/10;98;Sol;Centro;Madrid;28013;Spain;4.041.871.307.293.890;-37.060.650.945.779.700;Apartment;Entire home/apt;6;1.5;2;3;Real Bed;125;;45;223;93;9
1038867;1/4/13;100;Sol;Centro;Madrid;28013;Spain;4.041.698.883.655.360;-3.706.573.031.980.890;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;50;;15;321;91;1
9230099;5/1/11;100;Sol;Centro;Madrid;28013;Spain;4.041.901.189.584.130;-37.057.945.716.357.800;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;120;150;40;86;94;8
7571127;2/7/15;100;Sol;Centro;Madrid;28013;Spain;4.041.649.575.419.460;-37.081.190.036.541.000;Apartment;Entire home/apt;8;2.0;3;5;Real Bed;183;100;35;30;94;21
10913431;13/6/15;100;Sol;Centro;Madrid;28013;Spain;4.041.770.770.858.720;-370.032.194.670.552;Apartment;Entire home/apt;6;1.5;2;3;Real Bed;125;;;0;;13
8061581;24/8/15;100;Sol;Centro;Madrid;28012;Spain;40.414.346.903.638.900;-3.703.888.057.626.070;Apartment;Entire home/apt;5;1.0;2;2;Real Bed;115;150;40;0;;4
13627260;17/6/16;;Imperial;Arganzuela;Madrid;28005;Spain;4.040.361.697.797.050;-3.718.144.298.981.340;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;40;;30;1;100;1
2495675;26/10/10;100;Imperial;Arganzuela;Madrid;28005;Spain;4.041.307.852.820.120;-3.718.435.195.145.670;Apartment;Private room;3;1.0;1;2;Real Bed;51;99;10;18;88;2
13537022;15/6/16;100;Imperial;Arganzuela;Madrid;28005;Spain;40.402.047.623.793.400;-37.149.856.522.171.900;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;110;100;25;11;96;1
6885070;17/6/15;;Acacias;Arganzuela;Madrid;28005;Spain;4.040.056.647.764.650;-3.702.001.685.594.710;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;35;;;9;96;1
11815109;14/3/16;50;Acacias;Arganzuela;Madrid;28005;Spain;4.039.957.283.487.480;-3.702.361.306.700.680;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;122;;;0;;1
7343758;13/7/15;100;Acacias;Arganzuela;Madrid;28005;Spain;4.040.138.459.107.730;-3.700.871.972.395.690;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;70;100;20;14;96;1
16443903;26/12/14;100;Chopera;Arganzuela;Madrid;28045;Spain;4.039.477.456.505.180;-36.996.845.214.018.000;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;38;100;12;2;100;1
6980797;2/9/14;94;Chopera;Arganzuela;Madrid;28045;Spain;40.393.705.723.633.200;-36.963.009.562.381.900;Apartment;Private room;4;1.0;1;3;Real Bed;18;;;16;94;10
12304335;24/11/14;100;Delicias;Arganzuela;Madrid;28045;Spain;4.040.060.075.161.150;-3.694.740.657.657.680;Condominium;Entire home/apt;6;1.0;2;2;Real Bed;65;150;20;30;93;3
994391;14/3/13;100;Delicias;Arganzuela;Madrid;28045;Spain;4.040.054.081.509.490;-36.941.574.406.952.200;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;36;;;54;86;4
7017678;25/4/15;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.708.262.477.700;-3.694.274.471.141.010;Apartment;Entire home/apt;4;1.0;0;2;Real Bed;60;100;20;75;95;1
5604276;9/3/15;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.160.975.816.980;-36.905.818.938.192.100;House;Entire home/apt;6;1.0;2;3;Real Bed;119;;40;88;96;7
7201153;15/1/14;;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.163.897.485.980;-3.695.828.325.011.380;Apartment;Private room;2;2.0;1;1;Real Bed;45;200;;1;;1
917586;29/8/12;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.545.767.478.580;-36.935.334.238.480.300;Apartment;Private room;2;1.5;1;1;Real Bed;35;150;20;22;91;1
9074410;1/6/14;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.133.611.974.450;-3.691.866.498.766.110;House;Private room;1;1.0;1;1;Real Bed;30;;;30;97;2
586484;10/7/12;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.149.362.085.030;-369.821.236.607.277;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;55;;;5;100;2
8126314;4/11/14;100;Palos de Moguer;Arganzuela;Madrid;28012;Spain;4.040.625.699.061.410;-36.972.218.914.833.500;Bed & Breakfast;Private room;1;1.0;1;1;Real Bed;26;;;61;86;3
3360988;18/6/14;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.189.816.743.040;-36.924.763.598.733.500;Apartment;Private room;2;1.0;1;1;Pull-out Sofa;36;;;29;99;1
16059695;29/8/16;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.582.587.373.030;-369.387.577.143.302;Apartment;Private room;1;2.0;1;1;Real Bed;23;94;5;21;92;5
962975;24/1/13;100;Palos de Moguer;Arganzuela;Madrid;28012;Spain;4.040.341.797.412.740;-3.697.234.796.706.090;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;43;;;33;89;4
5571204;6/3/15;100;Palos de Moguer;Arganzuela;Madrid;28045;Spain;4.040.172.332.322.980;-36.929.712.761.634.600;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;55;100;25;61;91;1
5776887;25/3/15;100;Atocha;Arganzuela;Madrid;28045;Spain;4.039.745.588.120.220;-3.679.121.636.789.580;House;Private room;1;2.0;1;1;Real Bed;55;;;10;98;1
8896741;12/8/13;;Pacífico;Retiro;Madrid;28007;Spain;4.040.348.426.464.860;-36.808.897.978.134.900;Apartment;Private room;2;1.0;1;2;Real Bed;40;;10;0;;1
7406773;13/10/14;;Pacífico;Retiro;Madrid;28007;Spain;4.040.580.942.592.650;-36.735.624.289.232.700;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;40;;15;5;96;1
11916120;18/3/16;100;Pacífico;Retiro;Madrid;28007;Spain;4.040.400.610.047.510;-36.817.595.292.095.100;Apartment;Private room;2;1.0;1;1;Real Bed;18;;;119;91;2
15105570;14/7/16;100;Pacífico;Retiro;Madrid;;Spain;4.040.498.605.656.460;-36.843.883.099.544.200;Apartment;Private room;1;1.0;1;1;Real Bed;27;300;5;0;;3
659887;21/8/12;100;Pacífico;Retiro;Madrid;28007;Spain;40.404.161.153.127.000;-36.817.231.860.395.600;Apartment;Private room;2;1.0;2;4;Real Bed;29;;;2;80;2
12357602;20/2/13;;Pacífico;Retiro;Madrid;28007;Spain;4.040.664.491.558.640;-36.760.988.564.449.400;Apartment;Private room;2;1.0;1;2;Real Bed;20;;;17;96;1
14742344;22/5/15;100;Adelfas;Retiro;Madrid;28007;Spain;4.039.865.150.466.540;-36.707.347.891.958.500;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;70;120;40;13;92;1
17139644;29/1/17;100;Adelfas;Retiro;Madrid;28007;Spain;4.039.813.369.135.820;-36.712.536.724.494.600;Apartment;Private room;2;1.0;1;1;Real Bed;38;;8;7;97;1
9589752;22/11/15;100;Estrella;Retiro;Madrid;28007;Spain;404.180.685.799.807;-366.822.897.827.498;Apartment;Private room;2;1.0;1;3;Real Bed;20;;;30;81;1
17811060;20/3/17;100;Estrella;Retiro;Madrid;28007;Spain;40.408.405.540.449.900;-3.669.639.626.824.130;Apartment;Entire home/apt;4;2.0;3;3;Real Bed;88;250;40;1;100;1
6720967;7/6/15;;Ibiza;Retiro;Madrid;28009;Spain;40.416.519.809.111.900;-36.758.057.243.370.800;Apartment;Private room;2;1.0;1;1;Real Bed;20;;;0;;1
9287576;14/9/12;100;Ibiza;Retiro;Madrid;;Spain;4.042.134.424.864.450;-367.856.191.217.916;Apartment;Entire home/apt;7;4.0;4;4;Real Bed;258;;77;6;97;77
13213701;23/12/15;;Ibiza;Retiro;Madrid;28009;Spain;4.041.567.866.766.600;-3.676.899.475.565.540;Apartment;Private room;1;2.0;1;1;Real Bed;38;;;1;;2
17296243;19/11/12;80;Ibiza;Retiro;Madrid;28009;Spain;4.041.748.610.801.600;-3.674.477.243.589.250;Apartment;Private room;1;1.5;3;3;Real Bed;40;100;5;1;80;1
9379902;14/9/12;100;Jerónimos;Retiro;Madrid;28014;Spain;4.040.916.420.972.350;-3.688.638.997.673.580;Apartment;Entire home/apt;2;2.0;2;3;Real Bed;139;;77;1;100;77
11440337;7/2/16;100;Jerónimos;Retiro;Madrid;28014;Spain;4.040.772.567.427.740;-3.685.545.116.526.620;Condominium;Private room;2;2.0;1;2;Real Bed;40;;;3;100;1
9295135;14/9/12;100;Jerónimos;Retiro;Madrid;28014;Spain;4.041.614.678.136.100;-3.690.309.371.066.720;Apartment;Entire home/apt;7;4.0;4;5;Real Bed;299;;103;6;96;77
10063740;18/12/15;100;Jerónimos;Retiro;Madrid;28014;Spain;4.040.741.716.511.120;-36.822.777.286.880.000;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;80;200;;6;93;12
10063741;18/12/15;100;Jerónimos;Retiro;Madrid;28014;Spain;4.040.769.332.565.890;-36.824.886.628.302.100;Apartment;Entire home/apt;5;1.0;2;3;Real Bed;65;200;;19;92;12
12690132;8/8/13;;Niño Jesús;Retiro;Madrid;28009;Spain;4.041.537.030.674.190;-36.750.120.333.552.800;Apartment;Private room;2;1.0;1;2;Real Bed;45;;;4;100;1
14588129;10/6/16;100;Niño Jesús;Retiro;Madrid;28009;Spain;4.041.546.516.940.370;-36.758.744.017.109.500;Condominium;Private room;1;1.0;1;1;Real Bed;30;;10;1;100;2
17259719;20/2/15;100;Recoletos;Salamanca;Madrid;28009;Spain;4.042.164.855.472.060;-3.687.023.691.430.020;Apartment;Entire home/apt;4;2.5;2;3;Real Bed;250;700;140;0;;37
16910523;19/2/13;100;Recoletos;Salamanca;Madrid;28006;Spain;4.042.330.314.672.740;-3.688.824.026.869.710;Apartment;Entire home/apt;5;2.0;2;2;Real Bed;130;;35;4;95;6
15298033;21/1/13;100;Recoletos;Salamanca;Madrid;28001;Spain;4.042.037.643.439.880;-3.688.757.222.456.140;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;125;;;13;98;4
16746286;14/9/12;100;Recoletos;Salamanca;Madrid;28001;Spain;4.042.709.905.009.720;-36.838.113.491.747.900;Apartment;Entire home/apt;7;4.0;4;6;Real Bed;556;;103;0;;77
8825666;10/10/15;100;Recoletos;Salamanca;Madrid;28001;Spain;4.042.053.955.144.780;-3.689.764.163.470.010;Apartment;Private room;1;1.5;1;1;Real Bed;55;150;10;11;100;1
10115291;10/2/15;100;Recoletos;Salamanca;Madrid;28009;Spain;4.042.157.305.850.880;-3.683.461.239.800.030;Apartment;Entire home/apt;8;2.0;2;2;Real Bed;119;250;60;33;85;48
12979656;15/11/11;94;Goya;Salamanca;Madrid;28009;Spain;4.042.247.368.840.560;-3.678.725.067.013.930;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;90;200;33;2;80;51
10442917;9/11/13;;Goya;Salamanca;Madrid;28012;Spain;4.042.369.945.900.450;-36.736.154.549.978.300;Apartment;Entire home/apt;4;1.5;2;4;Real Bed;150;;;0;;1
3477490;1/7/14;100;Goya;Salamanca;Madrid;28001;Spain;4.042.760.954.080.810;-36.750.959.690.434.700;Apartment;Entire home/apt;2;1.0;0;1;Airbed;85;96;30;3;93;3
4031534;2/9/14;0;Goya;Salamanca;Madrid;28006;Spain;4.042.624.827.415.610;-36.774.453.346.277.000;Apartment;Entire home/apt;6;2.0;3;6;Real Bed;75;300;;7;86;1
4969825;18/7/13;96;Goya;Salamanca;Madrid;28009;Spain;4.042.197.024.159.120;-36.788.211.383.111.500;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;125;;;6;60;5
17586033;6/3/17;100;Goya;Salamanca;Madrid;28006;Spain;40.427.760.017.376.000;-3.678.380.707.592.250;Apartment;Entire home/apt;3;1.0;2;2;Real Bed;55;;30;1;80;1
16388332;7/2/14;100;Goya;Salamanca;Madrid;28009;Spain;40.426.538.201.874.700;-36.713.627.840.651.900;Apartment;Entire home/apt;4;2.0;2;3;Real Bed;100;100;30;1;100;18
9236168;2/11/15;100;Goya;Salamanca;Madrid;28009;Spain;4.042.342.114.335.310;-3.674.586.133.311.390;Apartment;Private room;1;1.0;1;1;Real Bed;39;;;8;98;1
15962408;19/9/14;75;Fuente del Berro;Salamanca;Madrid;28028;Spain;4.042.445.103.201.530;-3.665.751.903.836.880;Apartment;Entire home/apt;8;2.0;2;6;Real Bed;85;200;60;2;100;145
1014363;8/2/12;100;Fuente del Berro;Salamanca;Madrid;28028;Spain;4.042.113.228.225.750;-36.678.277.754.938.800;House;Private room;2;1.0;1;2;Real Bed;25;100;25;2;90;25
2731726;7/4/14;100;Fuente del Berro;Salamanca;Madrid;28028;Spain;40.427.183.107.514.600;-36.659.548.795.088.700;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;50;70;20;86;92;1
645934;12/8/12;100;Palacio;Centro;Madrid;28013;Spain;4.042.084.319.434.000;-3.712.471.101.967.540;Bed & Breakfast;Private room;2;1.0;1;1;Real Bed;60;;;57;96;1
11524307;18/12/12;100;Palacio;Centro;Madrid;28013;Spain;4.042.025.688.644.750;-37.083.491.094.306.100;Apartment;Private room;4;1.0;1;2;Real Bed;50;;25;12;100;1
14865715;23/7/16;100;Palacio;Centro;Madrid;28005;Spain;40.411.551.967.536.700;-3.710.345.551.559.230;Apartment;Private room;1;1.0;1;1;Real Bed;29;;;3;100;3
1471688;1/8/13;100;Palacio;Centro;Madrid;28013;Spain;40.416.091.162.310.200;-3.709.490.344.551.830;Apartment;Entire home/apt;4;1.0;1;3;Real Bed;70;;;3;100;2
5155124;25/1/15;100;Palacio;Centro;Madrid;28013;Spain;4.042.013.543.324.080;-3.713.603.821.991.590;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;125;200;50;35;98;1
17003123;8/8/15;100;Palacio;Centro;Madrid;28005;Spain;40.411.184.786.122.000;-37.114.617.451.300.000;Apartment;Entire home/apt;7;2.0;3;4;Real Bed;85;200;40;9;98;10
618576;22/7/12;100;Palacio;Centro;Madrid;28013;Spain;4.041.714.717.275.530;-37.105.350.165.422.400;Apartment;Entire home/apt;4;1.0;0;2;Real Bed;65;80;;116;96;5
17950515;31/3/16;;Palacio;Centro;Madrid;28005;Spain;4.041.150.691.562.970;-37.125.216.499.757.300;Apartment;Private room;1;2.0;1;1;Real Bed;31;;;0;;17
9588507;22/11/15;;Palacio;Centro;Madrid;28005;Spain;4.040.969.043.124.090;-3.713.425.760.530.230;Apartment;Private room;2;1.0;1;1;Real Bed;33;89;14;1;100;1
12867405;5/7/14;100;Palacio;Centro;Madrid;28005;Spain;404.120.234.303.171;-37.117.681.122.664.500;Apartment;Entire home/apt;6;1.0;3;4;Real Bed;100;;20;14;94;1
3121641;22/12/11;100;Palacio;Centro;Madrid;28013;Spain;4.041.828.688.717.660;-37.099.716.615.533.200;Apartment;Private room;2;2.0;1;2;Real Bed;18;80;;17;87;9
11946007;20/3/16;100;Palacio;Centro;Madrid;28005;Spain;4.041.361.372.542.560;-37.132.620.901.278.200;Apartment;Shared room;3;1.0;1;1;Real Bed;35;;;7;97;1
17647524;16/12/13;100;Palacio;Centro;Madrid;28005;Spain;40.412.882.579.547.000;-3.707.447.603.578.620;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;110;;20;0;;1
14402318;7/8/16;100;Palacio;Centro;Madrid;28005;Spain;4.041.470.751.817.870;-371.012.486.134.696;Apartment;Entire home/apt;4;1.0;1;3;Real Bed;80;200;40;16;93;1
4047408;19/3/13;100;Palacio;Centro;Madrid;28005;Spain;404.092.705.814.406;-3.712.204.173.160.120;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;62;;;121;95;4
14736236;1/7/14;100;Palacio;Centro;Madrid;28013;Spain;40.420.713.636.687.900;-3.707.311.487.347.300;House;Entire home/apt;4;1.0;2;2;Real Bed;99;100;30;52;93;16
9910427;17/2/10;99;Palacio;Centro;Madrid;28005;Spain;4.040.982.684.330.380;-37.158.030.675.956.400;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;70;100;30;2;80;9
8549390;24/3/14;100;Palacio;Centro;Madrid;28005;Spain;40.412.598.696.045;-371.171.380.328.217;Apartment;Private room;2;1.0;1;1;Real Bed;45;150;;14;97;2
7944151;19/9/14;75;Palacio;Centro;Madrid;28005;Spain;4.041.053.091.135.500;-3.709.574.405.743.040;Apartment;Entire home/apt;6;1.0;2;4;Real Bed;125;200;50;0;;145
8215981;12/1/13;100;Palacio;Centro;Madrid;28013;Spain;404.170.145.364.058;-37.104.130.428.619.200;Apartment;Entire home/apt;4;1.0;1;4;Real Bed;105;;;5;100;6
13871966;21/3/15;64;Palacio;Centro;Madrid;28005;Spain;4.041.090.613.453.500;-37.120.154.419.453.400;Apartment;Entire home/apt;3;1.0;0;1;Real Bed;45;400;25;15;80;1
2895896;27/4/14;100;Palacio;Centro;Madrid;28005;Spain;4.040.860.362.518.780;-3.710.618.879.873.480;Apartment;Entire home/apt;3;1.0;2;2;Real Bed;100;200;30;14;86;1
10904024;12/6/15;100;Palacio;Centro;Madrid;28005;Spain;4.041.401.247.552.340;-37.186.375.886.144.200;Apartment;Private room;2;2.0;1;1;Real Bed;21;;10;85;94;3
17093985;3/2/17;100;Palacio;Centro;Madrid;28013;Spain;404.114.422.294.379;-37.109.884.782.856.600;Apartment;Private room;2;1.0;1;1;Real Bed;69;99;39;0;;2
6890860;11/3/15;;Palacio;Centro;Madrid;28005;Spain;4.041.189.043.951.940;-37.133.388.464.268.700;Loft;Entire home/apt;4;2.0;2;2;Real Bed;180;;;0;;1
16951413;20/1/17;70;Palacio;Centro;Madrid;28005;Spain;4.041.236.582.802.580;-3.712.345.487.594.340;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;55;;10;1;100;1
13605005;19/6/16;30;Palacio;Centro;Madrid;28005;Spain;40.413.466.102.355.200;-3.708.264.834.125.900;Apartment;Private room;2;1.0;1;1;Real Bed;20;;;6;97;2
14620305;19/9/14;75;Palacio;Centro;Madrid;28005;Spain;4.041.162.557.311.950;-3.708.097.155.817.560;Apartment;Entire home/apt;4;1.0;0;1;Real Bed;90;200;40;1;60;145
12694693;7/5/13;80;Embajadores;Centro;Madrid;28012;Spain;404.103.972.137.515;-3.698.576.725.116.870;Apartment;Private room;2;1.5;1;1;Real Bed;55;;5;7;97;1
15840281;24/10/12;100;Embajadores;Centro;Madrid;28005;Spain;40.408.576.182.858.200;-3.704.656.598.776.960;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;50;150;20;3;67;11
3813529;7/8/14;;Embajadores;Centro;Madrid;28012;Spain;404.134.258.442.221;-37.047.282.997.669.500;Apartment;Private room;1;1.0;1;1;Real Bed;23;;;41;99;2
5548216;2/10/13;100;Embajadores;Centro;Madrid;28012;Spain;4.040.755.358.133.210;-3.701.311.805.308.650;Apartment;Private room;2;1.0;1;1;Real Bed;30;;;46;90;8
15080341;24/3/16;90;Embajadores;Centro;Madrid;28012;Spain;40.409.426.387.048.800;-37.042.791.780.043.200;Apartment;Private room;1;1.0;1;1;Real Bed;18;;10;16;98;1
16230024;9/7/16;100;Embajadores;Centro;Madrid;28012;Spain;4.040.785.056.893.280;-36.970.898.791.201.400;Apartment;Private room;2;1.0;1;1;Real Bed;25;;;0;;4
8051359;19/5/14;;Embajadores;Centro;Madrid;28005;Spain;4.040.849.420.532.690;-37.050.376.873.328.400;Condominium;Entire home/apt;4;1.0;1;2;Real Bed;59;;20;4;90;1
15864613;7/11/16;100;Embajadores;Centro;Madrid;28005;Spain;4.041.249.202.616.770;-37.058.292.019.469.400;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;59;;20;17;94;1
3476560;5/5/14;100;Embajadores;Centro;Madrid;28045;Spain;4.040.841.459.240.490;-36.924.350.259.059.100;Apartment;Private room;2;1.0;1;1;Real Bed;50;;;128;92;1
14199893;7/6/16;100;Embajadores;Centro;Madrid;28012;Spain;40.406.249.006.562.800;-3.702.831.999.475.350;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;55;;30;22;85;3
15402634;12/8/14;91;Embajadores;Centro;Madrid;28012;Spain;40.405.881.149.236.500;-37.006.826.834.643.700;Apartment;Private room;2;1.5;1;1;Real Bed;30;;20;7;90;1
656520;6/11/11;100;Embajadores;Centro;Madrid;28012;Spain;404.086.283.742.898;-3.704.200.749.088.120;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;65;100;50;21;91;1
13222284;14/12/15;100;Embajadores;Centro;Madrid;28012;Spain;40.408.426.529.973.500;-3.692.972.486.751.990;Apartment;Entire home/apt;7;2.0;2;5;Real Bed;104;450;40;36;97;2
646943;13/8/12;;Embajadores;Centro;Madrid;28012;Spain;4.041.247.371.416.080;-37.064.742.268.466.300;Apartment;Entire home/apt;10;3.0;4;6;Real Bed;180;300;50;62;86;1
